student,currProb,course,session,priorTutorAction,reward,cumul_symbolicRepresentationCount,SeenWEinLevel,probIndexPSinLevel,hintCount,cumul_SystemInfoHintCount,ruleScoreCOM,NewLevel,PreviousStepClickCountWE
0008-F14,1.0.2.0,226-001-BARNES-F14,1,PS,0.0,2,0,0,0,0,0,0,0
0008-F14,1.0.3.0,226-001-BARNES-F14,1,WE,0.0,3,1,2,0,0,0,0,0
0008-F14,1.0.4.0,226-001-BARNES-F14,1,PS,40.78947368,4,0,2,0,0,0,0,0
0008-F14,2.1.1.0,226-001-BARNES-F14,1,PS,0.0,1,0,0,0,0,0,1,0
0008-F14,2.1.2.0,226-001-BARNES-F14,1,WE,0.0,2,1,1,0,0,0,0,0
0008-F14,2.1.3.0,226-001-BARNES-F14,1,PS,26.94161875,3,0,1,0,0,0,0,0
0008-F14,3.1.1.0,226-001-BARNES-F14,1,PS,0.0,1,0,0,0,0,0,1,0
0008-F14,3.1.2.0,226-001-BARNES-F14,1,WE,0.0,2,1,1,0,0,0,0,0
0008-F14,3.1.3.0,226-001-BARNES-F14,1,PS,22.75434446,3,0,1,0,0,0,0,0
0008-F14,4.1.1.0,226-001-BARNES-F14,1,PS,0.0,1,0,0,0,0,0,1,0
0008-F14,4.1.2.0,226-001-BARNES-F14,1,WE,0.0,2,1,1,0,0,0,0,0
0008-F14,4.1.3.0,226-001-BARNES-F14,1,PS,9.514563107,3,0,1,0,0,0,0,0
0008-F14,5.1.1.0,226-001-BARNES-F14,1,PS,0.0,1,0,0,0,0,0,1,0
0008-F14,5.1.2.0,226-001-BARNES-F14,1,WE,0.0,2,1,1,0,0,0,0,0
0008-F14,5.1.3.0,226-001-BARNES-F14,1,PS,0.0,3,0,1,0,0,0,0,0
0008-F14,6.1.1.0,226-001-BARNES-F14,1,PS,0.0,1,0,0,0,0,0,1,0
0008-F14,6.1.2.0,226-001-BARNES-F14,1,WE,0.0,2,1,1,0,0,0,0,0
0008-F14,6.1.3.0,226-001-BARNES-F14,1,PS,0.0,4,0,1,0,0,0,0,0
0009-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0.0,1,0,0,0,0,0,1,0
0009-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0.0,1,1,1,0,0,0,0,2
0009-F14,1.0.3.0,226-001-BARNES-F14,1,PS,0.0,1,0,1,9,0,0,0,0
0009-F14,1.0.4.0,226-001-BARNES-F14,2,PS,-49.34210526,1,0,3,0,0,0,0,0
0009-F14,2.1.1.0,226-001-BARNES-F14,2,WE,0.0,1,1,0,0,0,0,1,0
0009-F14,2.1.2.0,226-001-BARNES-F14,2,WE,0.0,2,1,0,0,0,0,0,0
0009-F14,2.1.3.0,226-001-BARNES-F14,2,PS,117.0731977,3,0,0,0,0,0,0,0
0009-F14,3.1.1.0,226-001-BARNES-F14,2,WE,0.0,1,1,0,0,0,0,1,0
0009-F14,3.1.2.0,226-001-BARNES-F14,2,WE,0.0,2,1,0,0,0,0,0,0
0009-F14,3.1.3.0,226-001-BARNES-F14,2,PS,-102.488374,3,0,0,0,0,0,0,0
0009-F14,4.1.1.0,226-001-BARNES-F14,2,PS,0.0,1,0,0,0,0,0,1,0
0009-F14,4.1.2.0,226-001-BARNES-F14,2,WE,0.0,2,1,1,0,0,0,0,0
0009-F14,4.1.3.0,226-001-BARNES-F14,3,PS,36.36442441,3,0,1,0,0,0,0,0
0009-F14,5.1.1.0,226-001-BARNES-F14,3,PS,0.0,1,0,0,0,0,0,1,0
0009-F14,5.1.2.0,226-001-BARNES-F14,3,WE,0.0,2,1,1,0,0,0,0,0
0009-F14,5.1.3.0,226-001-BARNES-F14,3,PS,16.86175666,3,0,1,0,0,0,0,0
0009-F14,6.1.1.0,226-001-BARNES-F14,3,WE,0.0,1,1,0,0,0,0,1,0
0009-F14,6.1.2.0,226-001-BARNES-F14,3,WE,0.0,2,1,0,0,0,0,0,0
0009-F14,6.1.3.0,226-001-BARNES-F14,3,PS,-51.36609578,3,0,0,0,0,0,0,0
000b-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0.0,1,1,0,0,2,0,1,0
000b-F14,1.0.2.0,226-001-BARNES-F14,2,WE,0.0,2,1,1,0,2,0,0,0
000b-F14,1.0.3.0,226-001-BARNES-F14,2,PS,0.0,3,1,1,0,2,0,0,0
000b-F14,1.0.4.0,226-001-BARNES-F14,2,PS,-34.86842105,4,0,1,0,2,0,0,0
000b-F14,2.1.1.0,226-001-BARNES-F14,2,WE,0.0,1,1,0,0,0,0,1,0
000b-F14,2.1.2.0,226-001-BARNES-F14,2,WE,0.0,2,1,0,0,0,0,0,0
000b-F14,2.1.3.0,226-001-BARNES-F14,2,PS,-9.165192393,3,0,0,0,0,0,0,0
000b-F14,3.-1.1.0,226-001-BARNES-F14,2,WE,0.0,1,1,0,0,0,0,1,0
000b-F14,3.-1.2.0,226-001-BARNES-F14,2,PS,0.0,2,0,0,0,0,0,0,0
000b-F14,3.-1.3.0,226-001-BARNES-F14,2,PS,0.0,3,0,2,0,0,0,0,0
000b-F14,3.-1.4.0,226-001-BARNES-F14,2,PS,2.714932127,4,0,3,0,0,0,0,0
000b-F14,4.1.1.0,226-001-BARNES-F14,2,PS,0.0,1,0,0,0,0,0,1,0
000b-F14,4.1.2.0,226-001-BARNES-F14,2,WE,0.0,2,1,1,0,0,0,0,0
000b-F14,4.1.3.0,226-001-BARNES-F14,2,PS,62.56868132,3,0,1,0,0,0,0,0
000b-F14,5.1.1.0,226-001-BARNES-F14,2,PS,0.0,1,0,0,5,0,0,1,0
000b-F14,5.1.2.0,226-001-BARNES-F14,2,WE,0.0,2,1,1,0,0,0,0,0
000b-F14,5.1.3.0,226-001-BARNES-F14,2,PS,40.28110048,3,0,1,0,0,0,0,0
000b-F14,6.1.1.0,226-001-BARNES-F14,2,PS,0.0,1,0,0,1,0,0,1,0
000b-F14,6.1.2.0,226-001-BARNES-F14,2,WE,0.0,2,1,1,0,0,0,0,0
000b-F14,6.1.3.0,226-001-BARNES-F14,2,PS,10.24460046,3,0,1,0,0,0,0,0
000c-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0.0,0,1,0,0,0,0,1,1
000c-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0.0,0,1,0,0,0,0,0,0
000c-F14,1.0.3.0,226-001-BARNES-F14,1,PS,0.0,0,0,0,0,6,0,0,0
000c-F14,1.0.4.0,226-001-BARNES-F14,2,PS,0.0,0,0,0,0,6,0,0,0
000c-F14,1.0.3.0,226-001-BARNES-F14,2,PS,0.0,0,0,0,12,6,0,0,0
000c-F14,1.0.4.0,226-001-BARNES-F14,2,PS,40.78947368,0,0,3,0,6,0,0,0
000c-F14,2.1.1.0,226-001-BARNES-F14,3,WE,0.0,1,1,0,0,0,0,1,0
000c-F14,2.1.2.0,226-001-BARNES-F14,3,WE,0.0,2,1,0,0,0,0,0,4
000c-F14,2.1.3.0,226-001-BARNES-F14,3,PS,-31.04157452,3,0,0,0,0,0,0,0
000c-F14,3.1.1.0,226-001-BARNES-F14,3,WE,0.0,1,1,0,0,0,0,1,0
000c-F14,3.1.2.0,226-001-BARNES-F14,3,WE,0.0,2,1,0,0,0,0,0,0
000c-F14,3.1.3.0,226-001-BARNES-F14,3,PS,-17.32071469,3,0,0,0,0,0,0,0
000c-F14,4.1.1.0,226-001-BARNES-F14,3,WE,0.0,1,1,0,0,0,0,1,0
000c-F14,4.1.2.0,226-001-BARNES-F14,3,PS,0.0,2,0,0,16,0,0,0,0
000c-F14,4.1.3.0,226-001-BARNES-F14,4,PS,107.5728155,3,0,2,0,0,0,0,0
000c-F14,5.1.1.0,226-001-BARNES-F14,4,WE,0.0,1,1,0,0,0,0,1,0
000c-F14,5.1.2.0,226-001-BARNES-F14,4,WE,0.0,2,1,0,0,0,0,0,0
000c-F14,5.1.3.0,226-001-BARNES-F14,4,PS,-133.2057416,3,0,0,0,0,0,0,0
000c-F14,6.1.1.0,226-001-BARNES-F14,5,PS,0.0,1,0,0,0,0,0,1,0
000c-F14,6.1.2.0,226-001-BARNES-F14,5,WE,0.0,2,1,1,0,0,0,0,0
000c-F14,6.1.3.0,226-001-BARNES-F14,5,PS,133.2057416,4,0,1,0,0,0,0,0
0010-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0.0,0,0,0,9,6,0,1,0
0010-F14,1.0.2.0,226-001-BARNES-F14,4,WE,0.0,0,1,1,0,6,0,0,0
0010-F14,1.0.3.0,226-001-BARNES-F14,4,WE,0.0,0,1,1,0,6,0,0,0
0010-F14,1.0.4.0,226-001-BARNES-F14,4,PS,-65.13157895,0,0,1,0,6,0,0,0
0010-F14,2.1.1.0,226-001-BARNES-F14,8,PS,0.0,1,0,0,17,0,0,1,0
0010-F14,2.1.2.0,226-001-BARNES-F14,8,WE,0.0,2,1,1,0,0,0,0,0
0010-F14,2.1.3.0,226-001-BARNES-F14,8,PS,132.8626714,3,0,1,0,0,0,0,0
0010-F14,3.1.1.0,226-001-BARNES-F14,8,PS,0.0,1,0,0,0,0,0,1,0
0010-F14,3.1.2.0,226-001-BARNES-F14,8,WE,0.0,2,1,1,0,0,0,0,1
0010-F14,3.1.3.0,226-001-BARNES-F14,8,PS,-95.69225749,3,0,1,0,0,0,0,0
0010-F14,4.1.1.0,226-001-BARNES-F14,9,PS,0.0,1,0,0,0,0,0,1,0
0010-F14,4.1.2.0,226-001-BARNES-F14,10,WE,0.0,2,1,1,0,0,0,0,0
0010-F14,4.1.3.0,226-001-BARNES-F14,10,PS,34.92545076,3,0,1,0,0,0,0,0
0010-F14,5.1.1.0,226-001-BARNES-F14,10,WE,0.0,1,1,0,0,0,0,1,0
0010-F14,5.1.2.0,226-001-BARNES-F14,10,WE,0.0,2,1,0,0,0,0,0,0
0010-F14,5.1.3.0,226-001-BARNES-F14,10,PS,-66.96428571,3,0,0,0,0,0,0,0
0010-F14,6.1.1.0,226-001-BARNES-F14,10,PS,0.0,1,0,0,1,0,0,1,0
0010-F14,6.1.2.0,226-001-BARNES-F14,10,WE,0.0,2,1,1,0,0,0,0,0
0010-F14,6.1.3.0,226-001-BARNES-F14,10,PS,70.09345794,3,0,1,0,0,0,0,0
0012-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0.0,1,0,0,0,2,0,1,0
0012-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0.0,2,1,1,0,2,0,0,0
0012-F14,1.0.3.0,226-001-BARNES-F14,1,WE,0.0,3,1,1,0,2,0,0,0
0012-F14,1.0.4.0,226-001-BARNES-F14,1,PS,-17.76315789,4,0,1,0,6,0,0,0
0012-F14,2.1.1.0,226-001-BARNES-F14,5,PS,0.0,1,0,0,0,0,0,1,0
0012-F14,2.1.2.0,226-001-BARNES-F14,6,WE,0.0,2,1,0,0,0,0,0,0
0012-F14,2.1.3.0,226-001-BARNES-F14,6,PS,0.0,3,0,0,0,0,0,0,0
0012-F14,2.1.1.0,226-001-BARNES-F14,6,PS,0.0,4,0,3,1,0,0,0,0
0012-F14,2.-1.4.0,226-001-BARNES-F14,6,PS,0.0,7,0,3,0,0,0,0,0
0012-F14,2.-1.1.0,226-001-BARNES-F14,6,PS,0.0,8,0,4,0,0,0,0,0
0012-F14,2.-1.1.1,226-001-BARNES-F14,6,PS,15.82767402,9,0,4,0,0,0,0,0
0012-F14,3.1.1.0,226-001-BARNES-F14,6,WE,0.0,1,1,0,0,0,0,1,0
0012-F14,3.1.2.0,226-001-BARNES-F14,6,PS,0.0,2,0,0,0,0,0,0,0
0012-F14,3.1.3.0,226-001-BARNES-F14,6,PS,0.0,3,0,0,0,0,0,0,0
0012-F14,3.-1.2.0,226-001-BARNES-F14,6,PS,0.0,4,0,0,0,0,0,0,0
0012-F14,3.-1.2.1,226-001-BARNES-F14,6,PS,0.0,5,0,0,0,0,0,0,0
0012-F14,3.-1.3.1,226-001-BARNES-F14,7,PS,0.0,7,0,0,0,0,0,0,0
0012-F14,3.-1.4.0,226-001-BARNES-F14,7,PS,0.0,8,0,0,0,0,0,0,0
0012-F14,3.-1.4.1,226-001-BARNES-F14,7,PS,0.0,9,0,0,0,0,0,0,0
0012-F14,3.-1.2.0,226-001-BARNES-F14,7,PS,0.0,10,0,0,0,0,0,0,0
0012-F14,3.-1.2.1,226-001-BARNES-F14,7,PS,0.0,11,0,0,0,0,0,0,0
0012-F14,3.-1.3.0,226-001-BARNES-F14,9,PS,0.0,12,0,2,0,0,0,0,0
0012-F14,3.-1.3.1,226-001-BARNES-F14,9,PS,0.0,13,0,2,0,0,0,0,0
0012-F14,3.-1.4.0,226-001-BARNES-F14,9,PS,-8.613966677999999,14,0,3,0,0,0,0,0
0012-F14,4.1.1.0,226-001-BARNES-F14,9,PS,0.0,1,0,0,0,0,0,1,0
0012-F14,4.1.2.0,226-001-BARNES-F14,9,WE,0.0,2,1,1,0,0,0,0,0
0012-F14,4.1.3.0,226-001-BARNES-F14,9,PS,0.0,3,0,1,0,0,0,0,0
0012-F14,4.-1.3.0,226-001-BARNES-F14,9,PS,0.0,4,0,1,0,0,0,0,0
0012-F14,4.-1.3.1,226-001-BARNES-F14,10,PS,0.0,5,0,1,0,0,0,0,0
0012-F14,4.-1.4.0,226-001-BARNES-F14,10,PS,-20.87912088,6,0,3,0,0,0,0,0
0012-F14,5.1.1.0,226-001-BARNES-F14,11,WE,0.0,1,1,0,0,0,0,1,0
0012-F14,5.1.2.0,226-001-BARNES-F14,11,PS,0.0,2,0,0,0,0,0,0,0
0012-F14,5.1.3.0,226-001-BARNES-F14,11,PS,0.0,3,0,2,0,0,0,0,0
0012-F14,5.-1.3.0,226-001-BARNES-F14,11,PS,0.0,4,0,2,0,0,0,0,0
0012-F14,5.-1.4.0,226-001-BARNES-F14,11,PS,0.0,5,0,3,0,0,0,0,0
0012-F14,5.-1.4.1,226-001-BARNES-F14,11,PS,0.0,6,0,3,0,0,0,0,0
0012-F14,5.-1.4.1,226-001-BARNES-F14,11,PS,0.0,8,0,3,0,0,0,0,0
0012-F14,5.-1.4.1,226-001-BARNES-F14,11,PS,0.0,12,0,3,0,0,0,0,0
0012-F14,5.-1.4.0,226-001-BARNES-F14,12,PS,46.42857143,13,0,3,0,0,0,0,0
0012-F14,6.1.1.0,226-001-BARNES-F14,12,PS,0.0,1,0,0,0,0,0,1,0
0012-F14,6.1.2.0,226-001-BARNES-F14,12,WE,0.0,2,1,1,0,0,0,0,0
0012-F14,6.1.3.0,226-001-BARNES-F14,12,PS,78.27102804,3,0,1,0,0,0,0,0
0016-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0.0,1,1,0,0,0,0,1,0
0016-F14,1.0.2.0,226-001-BARNES-F14,1,PS,0.0,2,0,0,0,2,0,0,0
0016-F14,1.0.3.0,226-001-BARNES-F14,1,PS,0.0,3,0,2,0,2,0,0,0
0016-F14,1.0.4.0,226-001-BARNES-F14,1,PS,40.78947368,4,0,3,0,2,0,0,0
0016-F14,2.1.1.0,226-001-BARNES-F14,1,PS,0.0,1,0,0,0,0,0,1,0
0016-F14,2.1.2.0,226-001-BARNES-F14,1,WE,0.0,2,1,1,0,0,0,0,0
0016-F14,2.1.3.0,226-001-BARNES-F14,1,PS,26.94161875,3,0,1,0,0,0,0,0
0016-F14,3.1.1.0,226-001-BARNES-F14,1,PS,0.0,1,0,0,0,0,0,1,0
0016-F14,3.1.2.0,226-001-BARNES-F14,1,WE,0.0,2,1,1,0,0,0,0,0
0016-F14,3.1.3.0,226-001-BARNES-F14,1,PS,22.75434446,3,0,1,0,0,0,0,0
0016-F14,4.1.1.0,226-001-BARNES-F14,1,PS,0.0,1,0,0,0,0,0,1,0
0016-F14,4.1.2.0,226-001-BARNES-F14,2,WE,0.0,2,1,1,0,0,0,0,0
0016-F14,4.1.3.0,226-001-BARNES-F14,2,PS,-69.23543689,3,0,1,0,0,0,0,0
0016-F14,5.1.1.0,226-001-BARNES-F14,3,PS,0.0,1,0,0,0,0,0,1,0
0016-F14,5.1.2.0,226-001-BARNES-F14,3,WE,0.0,2,1,1,0,0,0,0,0
0016-F14,5.1.3.0,226-001-BARNES-F14,3,PS,-67.85287081,3,0,1,0,0,0,0,0
0016-F14,6.1.1.0,226-001-BARNES-F14,5,PS,0.0,1,0,0,0,0,0,1,0
0016-F14,6.1.2.0,226-001-BARNES-F14,5,WE,0.0,2,1,1,0,0,0,0,0
0016-F14,6.1.3.0,226-001-BARNES-F14,5,PS,67.91128203,4,0,1,0,0,0,0,0
001e-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0.0,1,1,0,0,2,0,1,0
001e-F14,1.0.2.0,226-001-BARNES-F14,2,WE,0.0,2,1,0,0,2,0,0,0
001e-F14,1.0.3.0,226-001-BARNES-F14,2,PS,0.0,3,0,0,5,2,0,0,0
001e-F14,1.0.4.0,226-001-BARNES-F14,2,PS,40.78947368,4,0,3,0,2,0,0,0
001e-F14,2.1.1.0,226-001-BARNES-F14,2,PS,0.0,1,0,0,16,0,0,1,0
001e-F14,2.1.2.0,226-001-BARNES-F14,2,WE,0.0,2,1,1,0,0,0,0,0
001e-F14,2.1.3.0,226-001-BARNES-F14,2,PS,-96.58779301,3,0,1,0,0,0,0,0
001e-F14,3.1.1.0,226-001-BARNES-F14,2,WE,0.0,1,1,0,0,0,0,1,0
001e-F14,3.1.2.0,226-001-BARNES-F14,2,PS,0.0,2,0,0,0,0,0,0,0
001e-F14,3.1.3.0,226-001-BARNES-F14,2,PS,146.2837562,3,0,2,0,0,0,0,0
001e-F14,4.1.1.0,226-001-BARNES-F14,2,WE,0.0,1,1,0,0,0,0,1,0
001e-F14,4.1.2.0,226-001-BARNES-F14,2,PS,0.0,2,0,0,15,0,0,0,0
001e-F14,4.1.3.0,226-001-BARNES-F14,2,PS,0.0,3,0,0,0,0,0,0,0
001e-F14,4.1.2.0,226-001-BARNES-F14,2,PS,-1.378294036,4,0,3,0,0,0,0,0
001e-F14,5.1.1.0,226-001-BARNES-F14,2,PS,0.0,1,0,0,9,0,0,1,0
001e-F14,5.1.2.0,226-001-BARNES-F14,2,WE,0.0,2,1,1,0,0,0,0,0
001e-F14,5.1.3.0,226-001-BARNES-F14,2,PS,-94.56168831,3,0,1,0,0,0,0,0
001e-F14,6.1.1.0,226-001-BARNES-F14,2,PS,0.0,1,0,0,10,0,0,1,0
001e-F14,6.1.2.0,226-001-BARNES-F14,2,WE,0.0,2,1,1,0,0,0,0,0
001e-F14,6.1.3.0,226-001-BARNES-F14,2,PS,50.12744265,3,0,1,0,0,0,0,0
0026-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0.0,1,1,0,0,0,0,1,0
0026-F14,1.0.2.0,226-001-BARNES-F14,1,PS,0.0,1,0,0,9,0,0,0,0
0026-F14,1.0.3.0,226-001-BARNES-F14,2,PS,0.0,1,0,0,5,0,0,0,0
0026-F14,1.0.4.0,226-001-BARNES-F14,2,PS,1.973684211,1,0,3,0,2,0,0,0
0026-F14,2.1.1.0,226-001-BARNES-F14,2,WE,0.0,1,1,0,0,0,0,1,0
0026-F14,2.1.2.0,226-001-BARNES-F14,2,WE,0.0,2,1,0,0,0,0,0,0
0026-F14,2.1.3.0,226-001-BARNES-F14,2,PS,-48.52830606,3,0,0,0,0,0,0,0
0026-F14,3.1.1.0,226-001-BARNES-F14,2,WE,0.0,1,1,0,0,0,0,1,0
0026-F14,3.1.2.0,226-001-BARNES-F14,2,PS,0.0,2,0,0,1,0,0,0,0
0026-F14,3.1.3.0,226-001-BARNES-F14,2,PS,71.02064127,3,0,2,0,0,0,0,0
0026-F14,4.1.1.0,226-001-BARNES-F14,2,PS,0.0,1,0,0,8,0,0,1,0
0026-F14,4.1.2.0,226-001-BARNES-F14,2,WE,0.0,2,1,1,0,0,0,0,0
0026-F14,4.1.3.0,226-001-BARNES-F14,2,PS,0.0,2,0,1,0,0,0,0,0
0026-F14,4.-1.3.0,226-001-BARNES-F14,2,PS,0.0,2,0,1,0,0,0,0,0
0026-F14,4.-1.4.0,226-001-BARNES-F14,2,PS,0.0,2,0,1,0,0,0,0,0
0026-F14,4.-1.3.0,226-001-BARNES-F14,2,PS,0.0,2,0,4,1,0,0,0,0
0026-F14,4.-1.3.1,226-001-BARNES-F14,2,PS,0.0,2,0,4,1,0,0,0,0
0026-F14,4.-1.3.0,226-001-BARNES-F14,2,PS,0.0,2,0,4,0,0,0,0,0
0026-F14,4.-1.3.1,226-001-BARNES-F14,2,PS,0.0,2,0,4,2,0,0,0,0
0026-F14,4.-1.3.0,226-001-BARNES-F14,3,PS,0.0,2,0,4,4,0,0,0,0
0026-F14,4.-1.3.1,226-001-BARNES-F14,3,PS,0.0,2,0,4,0,0,0,0,0
0026-F14,4.-1.3.0,226-001-BARNES-F14,4,PS,-113.037448,2,0,4,1,0,0,0,0
0026-F14,5.-1.1.0,226-001-BARNES-F14,5,WE,0.0,1,1,0,0,0,0,1,0
0026-F14,5.-1.2.0,226-001-BARNES-F14,5,PS,0.0,2,0,0,0,0,0,0,0
0026-F14,5.-1.3.0,226-001-BARNES-F14,5,PS,0.0,3,0,2,0,0,0,0,0
0026-F14,5.-1.4.0,226-001-BARNES-F14,5,PS,81.07142857,4,0,3,0,0,0,0,0
0026-F14,6.-1.1.0,226-001-BARNES-F14,5,PS,0.0,1,0,0,0,0,0,1,0
0026-F14,6.-1.2.0,226-001-BARNES-F14,5,PS,0.0,2,0,1,0,0,0,0,0
0026-F14,6.-1.3.0,226-001-BARNES-F14,5,WE,0.0,3,1,2,0,0,0,0,0
0026-F14,6.-1.4.0,226-001-BARNES-F14,5,PS,0.0,4,0,2,0,0,0,0,0
0026-F14,6.-1.4.0,226-001-BARNES-F14,5,PS,0.0,10,0,2,0,0,0,0,0
0026-F14,6.-1.4.1,226-001-BARNES-F14,5,PS,-25.47297297,11,0,2,0,0,0,0,0
0030-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0.0,1,0,0,9,2,0,1,0
0030-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0.0,2,1,1,0,2,0,0,0
0030-F14,1.0.3.0,226-001-BARNES-F14,1,WE,0.0,3,1,1,0,2,0,0,6
0030-F14,1.0.4.0,226-001-BARNES-F14,1,PS,-65.13157895,3,0,1,0,2,0,0,0
0030-F14,2.1.1.0,226-001-BARNES-F14,1,WE,0.0,1,1,0,0,0,0,1,0
0030-F14,2.1.2.0,226-001-BARNES-F14,1,WE,0.0,2,1,0,0,0,0,0,0
0030-F14,2.1.3.0,226-001-BARNES-F14,1,PS,41.26603273,2,0,0,0,0,0,0,0
0030-F14,3.1.1.0,226-001-BARNES-F14,1,WE,0.0,1,1,0,0,0,0,1,0
0030-F14,3.1.2.0,226-001-BARNES-F14,1,PS,0.0,2,0,0,0,0,0,0,0
0030-F14,3.1.3.0,226-001-BARNES-F14,1,PS,48.33156564,3,0,2,0,0,0,0,0
0030-F14,4.1.1.0,226-001-BARNES-F14,1,WE,0.0,1,1,0,0,0,0,1,2
0030-F14,4.1.2.0,226-001-BARNES-F14,2,PS,0.0,2,0,0,7,0,0,0,0
0030-F14,4.1.3.0,226-001-BARNES-F14,2,PS,-69.28744799,3,0,2,0,0,0,0,0
0030-F14,5.1.1.0,226-001-BARNES-F14,2,WE,0.0,1,1,0,0,0,0,1,0
0030-F14,5.1.2.0,226-001-BARNES-F14,2,PS,0.0,2,0,0,0,0,0,0,0
0030-F14,5.1.3.0,226-001-BARNES-F14,2,PS,0.132433356,3,0,2,0,0,0,0,0
0030-F14,6.-1.1.0,226-001-BARNES-F14,2,PS,0.0,1,0,0,2,0,0,1,0
0030-F14,6.-1.2.0,226-001-BARNES-F14,2,WE,0.0,2,1,1,0,0,0,0,0
0030-F14,6.-1.3.0,226-001-BARNES-F14,2,WE,0.0,3,1,1,0,0,0,0,0
0030-F14,6.-1.4.0,226-001-BARNES-F14,2,PS,-36.93262641,4,0,1,0,0,0,0,0
0033-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0.0,0,0,0,0,4,0,1,0
0033-F14,1.0.2.0,226-001-BARNES-F14,4,WE,0.0,0,1,0,0,4,0,0,0
0033-F14,1.0.3.0,226-001-BARNES-F14,4,WE,0.0,0,1,0,0,8,0,0,0
0033-F14,1.0.4.0,226-001-BARNES-F14,5,PS,0.0,0,0,0,0,8,0,0,0
0033-F14,1.0.1.0,226-001-BARNES-F14,5,PS,-34.86842105,0,0,0,0,8,0,0,0
0033-F14,2.1.1.0,226-001-BARNES-F14,5,PS,0.0,1,0,0,0,0,0,1,0
0033-F14,2.1.2.0,226-001-BARNES-F14,5,WE,0.0,2,1,0,0,0,0,0,0
0033-F14,2.1.3.0,226-001-BARNES-F14,5,PS,0.0,3,0,0,0,0,0,0,0
0033-F14,2.1.1.0,226-001-BARNES-F14,5,PS,0.0,4,0,3,0,0,0,0,0
0033-F14,2.-1.1.0,226-001-BARNES-F14,5,PS,0.0,5,0,3,0,0,0,0,0
0033-F14,2.-1.4.0,226-001-BARNES-F14,5,PS,32.93293718,6,0,1,0,0,0,0,0
0033-F14,3.1.1.0,226-001-BARNES-F14,5,PS,0.0,1,0,0,0,0,0,1,0
0033-F14,3.1.2.0,226-001-BARNES-F14,5,WE,0.0,2,1,0,0,0,0,0,0
0033-F14,3.1.3.0,226-001-BARNES-F14,5,PS,0.0,3,0,0,0,0,0,0,0
0033-F14,3.1.1.0,226-001-BARNES-F14,5,PS,0.0,4,0,3,0,0,0,0,0
0033-F14,3.-1.1.0,226-001-BARNES-F14,5,PS,0.0,5,0,3,0,0,0,0,0
